text,label
A:The system will provide a 24 hour 800 toll free number for support to its customers.,non-functional
US:The website will provide a help section with answers and solutions to common problems.,non-functional
A: Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,non-functional
O:The product shall be able to be installed in the specified environment within 1 working day.,non-functional
SE:Only registered customers can purchase streaming movies.,non-functional
SE: A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,non-functional
SE:Only authorized personnel can access customer records in the database.,non-functional
SE:Only administrators can activate a pre-paid card.,non-functional
SE:Only authorized personnel can access sales information.,non-functional
SE:The website shall prevent its data from being corrupted when incorrect data is entered in.,non-functional
SE: The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,non-functional
SE:Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,non-functional
SE: The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,non-functional
SE:The system shall notify customers of changes to its information policy.,non-functional
SE:The system shall reveal private information only in compliance with the organization�s information policy.,non-functional
SE: All customer information will be stored on a secure database  accessible only to authorized personnel.,non-functional
SE:All credit card information will be encrypted in the database.,non-functional
SE:The streaming server will have anti-virus software to prevent infection of malicious viruses.,non-functional
LF:The website should cater to all tribes in Nigeria.,non-functional
LF:The website shall not be offensive to religious or ethnic groups.,non-functional
LF: The website should appeal to all Africans  not only Nigerians.,non-functional
O:The website should use Flash to provide animation on the home page.,non-functional
L:IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,non-functional
L:The website will comply with W3C standards.,non-functional
L:The PHP code will comply with PEAR standards.,non-functional
F: The website will allow customers to search for movies by title  actor  or director.,non-functional
F: viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.,non-functional
F: Website shall request  and authorize credit card payment before allowing a user to stream a movie.,non-functional
F: shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,non-functional
F:Website shall allow customers to browse movies by categories entered in by izogn administrator.,non-functional
F:Website shall allow customers to view reviews of selected movies by other customers.,non-functional
F:Website shall allow customers to add their own movie review for a selected movie.,non-functional
F:Website shall allow the Izogn administrator to approve a review posted by a customer.,non-functional
F:System will allow customers to pay for a streaming movie with a pre-paid card.,non-functional
F: Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,non-functional
F: System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,non-functional
F:System shall allow users to update their billing and contact information via the �My Account� section of the website.,non-functional
F: Pre-paid cards shall be distributed via email  or via a printed paper card.,non-functional
F:Only registered customers can purchase streaming movies.,non-functional
F: Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,non-functional
F:Website must be able to support free trial periods with various parameters set by the Izogn Manager.,non-functional
F: All streaming movie sales will be logged in the database  and accessible by the administrator.,non-functional
F: All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,non-functional
F: Daily usage statistics should be logged  and accessible by the administrator.,non-functional
F:The owner shall have free access to all of the streaming movies.,non-functional
PE:Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.,non-functional
PE:No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,non-functional
PE:For leads that process longer than 25 seconds the system will record the event and duration,non-functional
PE:The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,non-functional
O:The lead washing process will operate within the established physical web service structure.,non-functional
O: The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.,non-functional
A:Defect reports will be available to technical units on a 24x7 basis.,non-functional
MN:Washing parameters will be updated during scheduled maintenance hours.,non-functional
F:The vendor will verify the invalid lead.,non-functional
F:Vendor will submit a credit validation record to be applied to the enterprise billing system.,non-functional
F:If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,non-functional
F:The leads washing functionality will validate all leads received by the web service for valid data,non-functional
F:The leads washing functionality will insert all leads captured by the web service.,non-functional
F:If the leads score falls within the high average score then it will be process by the ARA functionality.,non-functional
F:If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,non-functional
F:If the leads score falls within the low average then it will be returned to the supplying vendor,non-functional
F:The leads washing functionality will compile both contact and academic scoring information for a total score.,non-functional
F:The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,non-functional
F:The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,non-functional
F:The leads washing functionality will have an interface in which lead data parameters can be maintained.,non-functional
F:The leads washing functionality will verify the users authentication and rights to make parameter updates.,non-functional
F:The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,non-functional
F:Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,non-functional
F:The leads washing functionality shall receive a period list of available reps from the enterprise system.,non-functional
LF:The product shall simulate the look of ships at sea.,non-functional
LF:The product shall display the grids within a circle as a view from a periscope.,non-functional
LF:The product shall display each type of ship in a grid using an image of the specific type of ship.,non-functional
LF: When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.,non-functional
LF: When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.,non-functional
LF: When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.,non-functional
LF: When a ship is sunk  the product shall simulate the sound of a sinking ship.,non-functional
A: The product shall be available 24 hours per day  seven days per week.,non-functional
PE:The product shall able to handle a large number of games simultaneously.,non-functional
PE:The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,non-functional
PE:The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,non-functional
US:The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.,non-functional
US: The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.,non-functional
SE:The product shall provide players no access to information that might reveal the identity of another player,non-functional
PE:The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,non-functional
F:The product shall maintain a list of players.,non-functional
F:The product shall allow a user to identify himself or herself as a player.,non-functional
F: Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,non-functional
F:The product shall allow a user to remove himself or herself from the list of players at any time.,non-functional
F:The product shall make inactive players unavailable for selection from the list of players.,non-functional
F:The product shall remove players who have been inactive for 24 hours from the list of players.,non-functional
F:The product shall allow a player to initiate a game by selecting another available player from the list of players.,non-functional
F: Once a game is initiated  the product shall display a defensive grid to each player,non-functional
F: Once a game is initiated  the product shall display an offensive grid to each player.,non-functional
F:The product shall prevent a player from viewing the offensive or defensive grids of the other player.,non-functional
F: Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,non-functional
F:The product shall allow a player to position ships horizontally on their grid.,non-functional
F:The product shall allow the player to position ships vertically on their grid.,non-functional
F:The product shall allow the player to position ships diagonally on their grid,non-functional
F:The product shall prevent the player from overlapping ships on their grid.,non-functional
F: When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,non-functional
F: For each turn  the product shall identify one player as offensive status and one player as defensive status.,non-functional
F: The product shall maintain the status of each player for a turn  either offensive or defensive.,non-functional
F: At the start of each turn  the product shall notify each player of his or her status.,non-functional
F: For each turn  the product shall allow the offensive player to define a shot.,non-functional
F: For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,non-functional
F: For each shot  the product shall notify the players whether the shot was a hit or miss.,non-functional
F: For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,non-functional
F: For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,non-functional
F:When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,non-functional
F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,non-functional
F:When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,non-functional
F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,non-functional
F:If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,non-functional
F:If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,non-functional
F:If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,non-functional
F:The product shall continue to assign turns until the game is ended.,non-functional
F:The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player�s ships  which had not been previously marked as sunk.,non-functional
F:The product shall allow a player to end a game at any time during the game.,non-functional
F:When a game is ended  the product shall notify the players that the game is ended.,non-functional
F:The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,non-functional
F:When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,non-functional
F:When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,non-functional
US:The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,non-functional
US:The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,non-functional
PE:The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,non-functional
PE:On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,non-functional
PE:On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,non-functional
A:The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,non-functional
A:The system must be available for use between 7:00AM and 11:59PM all days of the year.,non-functional
MN:The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,non-functional
SE:The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional
SE:The product shall ensure that only supervisors can enter a caller�s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional
SE:The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional
LF:The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,non-functional
LF:The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,non-functional
LF:The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,non-functional
LF:The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,non-functional
US:The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,non-functional
US:The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,non-functional
US:The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),non-functional
PE:The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,non-functional
PE:The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,non-functional
PE:The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,non-functional
PE:The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,non-functional
PE:The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,non-functional
A:The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,non-functional
FT:The product shall be robust.The product shall have fault avoidance based on standards adoption.,non-functional
FT:The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,non-functional
SC:The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,non-functional
O:The product shall be platform independent.The product shall enable access to any type of development environment and platform.,non-functional
O:The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,non-functional
MN:The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,non-functional
MN:The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,non-functional
MN:The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,non-functional
SE: The product shall have security.The product shall provide authentication  and authorization.,non-functional
SE:The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,non-functional
SE:The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,non-functional
LF:The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,non-functional
LF:The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,non-functional
LF:The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,non-functional
LF:The interface must summarize the data in a fashion that�s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,non-functional
US:The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,non-functional
US:The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,non-functional
US:Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),non-functional
US:A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,non-functional
US:All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),non-functional
US:The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,non-functional
A:The WCS system shall be available at all times as long as IBM�s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM�s internal intranet W3 is available.,non-functional
SC:The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,non-functional
SC:The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,non-functional
O:The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,non-functional
O:The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,non-functional
MN:The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,non-functional
MN: All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,non-functional
SE:The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,non-functional
SE:The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user�s computer.,non-functional
SE:Each team owner will need to use a username and password in order to be authenticated to reach the team owner�s page,non-functional
SE:The Commissioner will be the only authorized user per league to adjust league settings.,non-functional
LF:Each page shall contain a navigation menu which shows the index into which the current page is contained.,non-functional
LF:Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,non-functional
LF:The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,non-functional
US:A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,non-functional
US:Users shall be able to reach the �add�  �drop�  and �trade player� pages with one click from the team owner�s page.,non-functional
US:Users shall be able to view at least 25 NFL player statistics and points on each page.,non-functional
US:The application shall ask the user to confirm dropping a player or trading a player before performing the action.,non-functional
PE:The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,non-functional
A:The application shall have a downtime of at most 10 minutes per year.,non-functional
O:The application shall run on a web application server.,non-functional
PE:The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,non-functional
PE:The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,non-functional
O: The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday � Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,non-functional
O:The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,non-functional
O:A primary database will be used to store cached data for active users.,non-functional
A:The system shall achieve 95% up time.,non-functional
LF:The system shall have a professional appearance,non-functional
LF:The product shall have a consistent color scheme and fonts.,non-functional
US:The system shall be used by realtors with no training.,non-functional
US:The system shall be intuitive and self explanatory.,non-functional
US:The product shall be easy for a realtor to learn.,non-functional
US:The product shall use symbols and words that are naturally understandable by the realtor community.,non-functional
PE:The product shall produce search results in an acceptable time,non-functional
PE:The search results shall be returned no later 30      seconds  after the user has entered the search criteria,non-functional
PE:The product shall generate a CMA report in an acceptable time.,non-functional
PE:The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,non-functional
PE:The product shall synchronize contacts and appointments in an acceptable time.,non-functional
PE:The product shall synchronize with the office system every hour.,non-functional
A: The product shall be available for use 24 hours per day  365 days  per year,non-functional
A: Out of 1000 accesses to the system  the system is available 999 times.,non-functional
FT:The product shall operate in offline mode whenever internet connection is unavailable.,non-functional
FT: The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,non-functional
FT:The product shall retain user preferences in the event of a failure.,non-functional
FT:100% of saved user preferences shall be restored when system comes back online.,non-functional
SC:The product shall be able to support multiple remote users,non-functional
SC:The product shall be able support 1000 simultaneous users.,non-functional
SC:The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,non-functional
US:The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,non-functional
US:90% of untrained realtors shall be able to install the product on their device without printed instructions,non-functional
PO:The product is expected to run on Windows CE and Palm operating systems.,non-functional
SE:Only registered realtors shall be able to access the system.,non-functional
SE:Every user of the system shall be authenticated and authorized.,non-functional
SE:The product shall prevent its data from incorrect data being introduced.,non-functional
F:The system shall allow a real estate agent to query MLS information,non-functional
F:The user shall be able to get driving directions to a selected property,non-functional
F:The user shall be able to download appointments and contact information for clients,non-functional
F:The system shall display clear property images in the search results,non-functional
SC:system shall be able to handle all of the user requests/usage during business hours.,non-functional
SC:The system shall cater to 10 simultaneous users from 9am to 5pm.,non-functional
SC:The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,non-functional
SC:The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,non-functional
O:The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,non-functional
O:The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,non-functional
O:A secondary database will be used to store historical statistics and data.,non-functional
F:The system shall be able to call the seller or buyer to schedule an appointment,non-functional
F:The realtor shall be notified of new client appointments after automatic synchronization with office system,non-functional
F:The realtor shall be able to retrieve a map showing property locations for a specified area,non-functional
F:The system shall notify the realtor when a seller or buyer responds to an appointment request,non-functional
F:The product shall allow the user to save the property search results.,non-functional
US:The system shall be easy to use by the Program Administrators/Nursing Staff Members.,non-functional
US:All of the users shall be able to use the system after one day of training.,non-functional
US:The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,non-functional
US:The number of mistakes noted by the students shall be decreased by 50% in the first year.,non-functional
US:The system shall be intuitive to the Program Administrators/Nursing Staff Members.,non-functional
US:2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,non-functional
US:The system shall use symbols and words that are naturally understandable by the user community.,non-functional
US:The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,non-functional
PE:Staff members shall be able to complete a set of tasks in a timely manner.,non-functional
PE:The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,non-functional
A:The system shall be available for use between the hours of 8am and 6pm.,non-functional
O:The system shall operate within the Windows XP Professional operating system.,non-functional
O:The system shall interface with CampusConnect�s central server,non-functional
O:The system shall interface with the faculty central server.,non-functional
O:The system shall interface with the student master server.,non-functional
O:We must be able to interface with any HTML browser.,non-functional
SE:Only authorized users shall have access to clinical site information.,non-functional
SE:Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,non-functional
SE:Only authorized users shall have access to students� personal information.,non-functional
SE:Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students� personal information.,non-functional
SE:Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,non-functional
SE:Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,non-functional
SE:The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,non-functional
SE:The system shall protect private information in accordance with the organization�s information policy.,non-functional
SE:The system shall be built such that it is as secure as possible from malicious interference.,non-functional
SE:The system shall use the organization�s standard virus protection software to help monitor threats to itself.,non-functional
F:A cohort shall be associated to one Program of Study offered by the department.,non-functional
F:Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,non-functional
F:Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,non-functional
F:Students added to a cohort shall be eligible for the cohort�s Program of Study.,non-functional
F:Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,non-functional
F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,non-functional
F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,non-functional
F:Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,non-functional
MN:Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,non-functional
MN:New System version releases shall be released at the beginning of each NFL season.,non-functional
F:The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,non-functional
F:The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,non-functional
F:The system shall allow modification of the display.,non-functional
F:The system shall offer a display of all the Events in the exercise.,non-functional
F:The system shall filter data by: Venues and Key Events.,non-functional
F:The system shall allow a user to define the time segments,non-functional
F:The system shall display the local and exercise time in separate clocks,non-functional
F:The system shall offer the ability to pause and resume the refresh of data.,non-functional
F:The system shall provide charts for the Activity or Event actual versus assumed time.,non-functional
A:The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,non-functional
O:98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,non-functional
O:98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,non-functional
"O:""The RFS system should be able to easily interface with the BDW environment  in order to load the data. �	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.""",non-functional
MN:Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,non-functional
MN:New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.,non-functional
SE:Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,non-functional
SE:User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,non-functional
LF:The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,non-functional
LF:The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,non-functional
US:The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,non-functional
PE:The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,non-functional
F:The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,non-functional
F: The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,non-functional
F: The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.,non-functional
F: The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,non-functional
